id,dossier,kategorie,detail
INST45,Institutionell,laengen_verraeter,correct 3.04x laenger als Distraktor-Schnitt
INST47,Institutionell,laengen_verraeter,correct 3.43x laenger als Distraktor-Schnitt
INST48,Institutionell,laengen_verraeter,correct 1.99x laenger als Distraktor-Schnitt
GE28,Gesundheit,laengen_verraeter,correct 2.05x laenger als Distraktor-Schnitt
GE29,Gesundheit,laengen_verraeter,correct 1.94x laenger als Distraktor-Schnitt
GE30,Gesundheit,laengen_verraeter,correct 3.68x laenger als Distraktor-Schnitt
GE34,Gesundheit,laengen_verraeter,correct 3.35x laenger als Distraktor-Schnitt
GE35,Gesundheit,laengen_verraeter,correct 1.44x laenger als Distraktor-Schnitt
GE37,Gesundheit,laengen_verraeter,correct 2.58x laenger als Distraktor-Schnitt
GE38,Gesundheit,laengen_verraeter,correct 1.51x laenger als Distraktor-Schnitt
GE40,Gesundheit,laengen_verraeter,correct 1.94x laenger als Distraktor-Schnitt
LV36,Landverkehr,laengen_verraeter,correct 2.44x laenger als Distraktor-Schnitt
LV37,Landverkehr,laengen_verraeter,correct 1.87x laenger als Distraktor-Schnitt
LV38,Landverkehr,laengen_verraeter,correct 2.71x laenger als Distraktor-Schnitt
LV39,Landverkehr,laengen_verraeter,correct 1.85x laenger als Distraktor-Schnitt
LV43,Landverkehr,laengen_verraeter,correct 1.66x laenger als Distraktor-Schnitt
LV45,Landverkehr,laengen_verraeter,correct 3.83x laenger als Distraktor-Schnitt
LUV41,Luftverkehr,laengen_verraeter,correct 3.3x laenger als Distraktor-Schnitt
LUV42,Luftverkehr,laengen_verraeter,correct 2.57x laenger als Distraktor-Schnitt
LUV43,Luftverkehr,laengen_verraeter,correct 2.49x laenger als Distraktor-Schnitt
LUV47,Luftverkehr,laengen_verraeter,correct 1.81x laenger als Distraktor-Schnitt
LUV48,Luftverkehr,laengen_verraeter,correct 5.12x laenger als Distraktor-Schnitt
LWA41,Landwirtschaft,laengen_verraeter,correct 1.78x laenger als Distraktor-Schnitt
LWA42,Landwirtschaft,laengen_verraeter,correct 2.77x laenger als Distraktor-Schnitt
LWA44,Landwirtschaft,laengen_verraeter,correct 1.61x laenger als Distraktor-Schnitt
LWA46,Landwirtschaft,laengen_verraeter,correct 2.44x laenger als Distraktor-Schnitt
QS01,Institutionell,laengen_verraeter,correct 2.01x laenger als Distraktor-Schnitt
QS04,Institutionell,laengen_verraeter,correct 2.48x laenger als Distraktor-Schnitt
QS09,Institutionell,laengen_verraeter,correct 2.31x laenger als Distraktor-Schnitt
QS11,Institutionell,laengen_verraeter,correct 3.23x laenger als Distraktor-Schnitt
QS13,Institutionell,laengen_verraeter,correct 1.47x laenger als Distraktor-Schnitt
QS14,Institutionell,laengen_verraeter,correct 2.37x laenger als Distraktor-Schnitt
QS17,Institutionell,laengen_verraeter,correct 2.45x laenger als Distraktor-Schnitt
QS25,Institutionell,laengen_verraeter,correct 1.37x laenger als Distraktor-Schnitt
QS26,Institutionell,laengen_verraeter,correct 4.4x laenger als Distraktor-Schnitt
QS28,Institutionell,laengen_verraeter,correct 4.92x laenger als Distraktor-Schnitt
QS31,Institutionell,laengen_verraeter,correct 2.05x laenger als Distraktor-Schnitt
QS35,Institutionell,laengen_verraeter,correct 1.62x laenger als Distraktor-Schnitt
QS36,Institutionell,laengen_verraeter,correct 1.82x laenger als Distraktor-Schnitt
QS37,Institutionell,laengen_verraeter,correct 1.77x laenger als Distraktor-Schnitt
QS39,Institutionell,laengen_verraeter,correct 3.32x laenger als Distraktor-Schnitt
QS40,Institutionell,laengen_verraeter,correct 2.07x laenger als Distraktor-Schnitt
QS41,Institutionell,laengen_verraeter,correct 1.55x laenger als Distraktor-Schnitt
QS42,Institutionell,laengen_verraeter,correct 2.22x laenger als Distraktor-Schnitt
QS43,Institutionell,laengen_verraeter,correct 1.79x laenger als Distraktor-Schnitt
QS44,Institutionell,laengen_verraeter,correct 2.3x laenger als Distraktor-Schnitt
QS48,Institutionell,laengen_verraeter,correct 2.69x laenger als Distraktor-Schnitt
QS49,Institutionell,laengen_verraeter,correct 2.02x laenger als Distraktor-Schnitt
QS50,Institutionell,laengen_verraeter,correct 2.07x laenger als Distraktor-Schnitt
QS51,Institutionell,laengen_verraeter,correct 1.44x laenger als Distraktor-Schnitt
QS56,Institutionell,laengen_verraeter,correct 1.69x laenger als Distraktor-Schnitt
QS57,Institutionell,laengen_verraeter,correct 2.49x laenger als Distraktor-Schnitt
QS59,Institutionell,laengen_verraeter,correct 2.0x laenger als Distraktor-Schnitt
QS60,Institutionell,laengen_verraeter,correct 1.62x laenger als Distraktor-Schnitt
RA01,Institutionell,laengen_verraeter,correct 1.91x laenger als Distraktor-Schnitt
RA03,Institutionell,laengen_verraeter,correct 2.26x laenger als Distraktor-Schnitt
RA04,Institutionell,laengen_verraeter,correct 3.95x laenger als Distraktor-Schnitt
RA06,Institutionell,laengen_verraeter,correct 2.45x laenger als Distraktor-Schnitt
RA08,Personenfreizügigkeit,laengen_verraeter,correct 2.47x laenger als Distraktor-Schnitt
RA09,Personenfreizügigkeit,laengen_verraeter,correct 4.92x laenger als Distraktor-Schnitt
RA11,EU-Programme,laengen_verraeter,correct 2.19x laenger als Distraktor-Schnitt
RA13,Personenfreizügigkeit,laengen_verraeter,correct 1.91x laenger als Distraktor-Schnitt
RA14,Personenfreizügigkeit,laengen_verraeter,correct 1.41x laenger als Distraktor-Schnitt
RA16,Institutionell,laengen_verraeter,correct 1.91x laenger als Distraktor-Schnitt
RB01,Institutionell,laengen_verraeter,correct 3.08x laenger als Distraktor-Schnitt
RB02,Institutionell,laengen_verraeter,correct 4.02x laenger als Distraktor-Schnitt
RB03,Institutionell,laengen_verraeter,correct 4.23x laenger als Distraktor-Schnitt
RB04,Institutionell,laengen_verraeter,correct 2.23x laenger als Distraktor-Schnitt
RB05,Institutionell,laengen_verraeter,correct 2.45x laenger als Distraktor-Schnitt
RB06,Institutionell,laengen_verraeter,correct 2.18x laenger als Distraktor-Schnitt
RB07,Institutionell,laengen_verraeter,correct 2.49x laenger als Distraktor-Schnitt
RB08,Institutionell,laengen_verraeter,correct 2.38x laenger als Distraktor-Schnitt
BD01,Begriffe,laengen_verraeter,correct 2.33x laenger als Distraktor-Schnitt
BD02,Begriffe,laengen_verraeter,correct 3.33x laenger als Distraktor-Schnitt
BD03,Begriffe,laengen_verraeter,correct 2.96x laenger als Distraktor-Schnitt
BD04,Begriffe,laengen_verraeter,correct 2.41x laenger als Distraktor-Schnitt
BD05,Begriffe,laengen_verraeter,correct 3.64x laenger als Distraktor-Schnitt
BD06,Begriffe,laengen_verraeter,correct 3.31x laenger als Distraktor-Schnitt
BD07,Begriffe,laengen_verraeter,correct 2.03x laenger als Distraktor-Schnitt
BD08,Begriffe,laengen_verraeter,correct 3.22x laenger als Distraktor-Schnitt
BD09,Begriffe,laengen_verraeter,correct 3.47x laenger als Distraktor-Schnitt
BD10,Begriffe,laengen_verraeter,correct 3.62x laenger als Distraktor-Schnitt
BD11,Begriffe,laengen_verraeter,correct 3.31x laenger als Distraktor-Schnitt
BD12,Begriffe,laengen_verraeter,correct 2.63x laenger als Distraktor-Schnitt
BD13,Begriffe,laengen_verraeter,correct 2.59x laenger als Distraktor-Schnitt
BD14,Begriffe,laengen_verraeter,correct 2.64x laenger als Distraktor-Schnitt
BD15,Begriffe,laengen_verraeter,correct 2.43x laenger als Distraktor-Schnitt
BD16,Begriffe,laengen_verraeter,correct 1.8x laenger als Distraktor-Schnitt
BD17,Begriffe,laengen_verraeter,correct 5.08x laenger als Distraktor-Schnitt
BD18,Begriffe,laengen_verraeter,correct 4.34x laenger als Distraktor-Schnitt
BD19,Begriffe,laengen_verraeter,correct 4.25x laenger als Distraktor-Schnitt
BD20,Begriffe,laengen_verraeter,correct 3.93x laenger als Distraktor-Schnitt
BD21,Begriffe,laengen_verraeter,correct 2.37x laenger als Distraktor-Schnitt
BD22,Begriffe,laengen_verraeter,correct 3.12x laenger als Distraktor-Schnitt
BD23,Begriffe,laengen_verraeter,correct 2.15x laenger als Distraktor-Schnitt
BD24,Begriffe,laengen_verraeter,correct 3.3x laenger als Distraktor-Schnitt
BD25,Begriffe,laengen_verraeter,correct 3.74x laenger als Distraktor-Schnitt
BD26,Begriffe,laengen_verraeter,correct 3.38x laenger als Distraktor-Schnitt
BD27,Begriffe,laengen_verraeter,correct 3.77x laenger als Distraktor-Schnitt
BD28,Begriffe,laengen_verraeter,correct 3.82x laenger als Distraktor-Schnitt
BD29,Begriffe,laengen_verraeter,correct 4.65x laenger als Distraktor-Schnitt
BD30,Begriffe,laengen_verraeter,correct 2.98x laenger als Distraktor-Schnitt
BD31,Begriffe,laengen_verraeter,correct 3.96x laenger als Distraktor-Schnitt
BD32,Begriffe,laengen_verraeter,correct 3.82x laenger als Distraktor-Schnitt
BD36,Begriffe,laengen_verraeter,correct 1.79x laenger als Distraktor-Schnitt
BD37,Begriffe,laengen_verraeter,correct 2.32x laenger als Distraktor-Schnitt
BD38,Begriffe,laengen_verraeter,correct 2.98x laenger als Distraktor-Schnitt
BD39,Begriffe,laengen_verraeter,correct 2.17x laenger als Distraktor-Schnitt
BD40,Begriffe,laengen_verraeter,correct 1.86x laenger als Distraktor-Schnitt
SZ01,Personenfreizügigkeit,laengen_verraeter,correct 2.5x laenger als Distraktor-Schnitt
SZ02,Personenfreizügigkeit,laengen_verraeter,correct 3.38x laenger als Distraktor-Schnitt
SZ03,Personenfreizügigkeit,laengen_verraeter,correct 2.82x laenger als Distraktor-Schnitt
SZ05,Personenfreizügigkeit,laengen_verraeter,correct 2.53x laenger als Distraktor-Schnitt
SZ06,Strom,laengen_verraeter,correct 2.28x laenger als Distraktor-Schnitt
SZ07,Strom,laengen_verraeter,correct 2.07x laenger als Distraktor-Schnitt
SZ08,Strom,laengen_verraeter,correct 2.97x laenger als Distraktor-Schnitt
SZ09,Strom,laengen_verraeter,correct 1.9x laenger als Distraktor-Schnitt
SZ10,Lebensmittelsicherheit,laengen_verraeter,correct 2.98x laenger als Distraktor-Schnitt
SZ11,Lebensmittelsicherheit,laengen_verraeter,correct 2.24x laenger als Distraktor-Schnitt
SZ12,Lebensmittelsicherheit,laengen_verraeter,correct 1.84x laenger als Distraktor-Schnitt
SZ13,Lebensmittelsicherheit,laengen_verraeter,correct 2.86x laenger als Distraktor-Schnitt
SZ15,MRA,laengen_verraeter,correct 1.66x laenger als Distraktor-Schnitt
SZ16,MRA,laengen_verraeter,correct 2.77x laenger als Distraktor-Schnitt
SZ17,Luftverkehr,laengen_verraeter,correct 2.13x laenger als Distraktor-Schnitt
SZ18,Luftverkehr,laengen_verraeter,correct 1.78x laenger als Distraktor-Schnitt
SZ19,Luftverkehr,laengen_verraeter,correct 1.38x laenger als Distraktor-Schnitt
SZ21,Landverkehr,laengen_verraeter,correct 1.84x laenger als Distraktor-Schnitt
SZ22,Landverkehr,laengen_verraeter,correct 1.77x laenger als Distraktor-Schnitt
SZ23,Finanzbeitrag,laengen_verraeter,correct 2.36x laenger als Distraktor-Schnitt
SZ24,Finanzbeitrag,laengen_verraeter,correct 1.8x laenger als Distraktor-Schnitt
SZ25,Gesundheit,laengen_verraeter,correct 2.06x laenger als Distraktor-Schnitt
SZ28,EU-Programme,laengen_verraeter,correct 2.32x laenger als Distraktor-Schnitt
SZ29,Weltraum,laengen_verraeter,correct 2.28x laenger als Distraktor-Schnitt
SZ31,Landwirtschaft,laengen_verraeter,correct 2.03x laenger als Distraktor-Schnitt
SZ32,Institutionell,laengen_verraeter,correct 1.94x laenger als Distraktor-Schnitt
SZ33,Institutionell,laengen_verraeter,correct 1.85x laenger als Distraktor-Schnitt
SZ34,Institutionell,laengen_verraeter,correct 1.86x laenger als Distraktor-Schnitt
SZ35,Institutionell,laengen_verraeter,correct 1.85x laenger als Distraktor-Schnitt
SZ36,Institutionell,laengen_verraeter,correct 4.19x laenger als Distraktor-Schnitt
SZ37,Institutionell,laengen_verraeter,correct 2.23x laenger als Distraktor-Schnitt
SZ38,Institutionell,laengen_verraeter,correct 1.94x laenger als Distraktor-Schnitt
SZ39,Institutionell,laengen_verraeter,correct 2.24x laenger als Distraktor-Schnitt
SZ40,Institutionell,laengen_verraeter,correct 2.06x laenger als Distraktor-Schnitt
SZ41,Begriffe,laengen_verraeter,correct 1.45x laenger als Distraktor-Schnitt
SZ42,Begriffe,laengen_verraeter,correct 3.4x laenger als Distraktor-Schnitt
SZ43,Begriffe,laengen_verraeter,correct 1.51x laenger als Distraktor-Schnitt
SZ44,Begriffe,laengen_verraeter,correct 2.17x laenger als Distraktor-Schnitt
SZ45,Begriffe,laengen_verraeter,correct 2.74x laenger als Distraktor-Schnitt
SZ46,Personenfreizügigkeit,laengen_verraeter,correct 2.56x laenger als Distraktor-Schnitt
SZ48,MRA,laengen_verraeter,correct 1.89x laenger als Distraktor-Schnitt
SZ49,Institutionell,laengen_verraeter,correct 3.08x laenger als Distraktor-Schnitt
SZ50,Institutionell,laengen_verraeter,correct 3.32x laenger als Distraktor-Schnitt
WSP36,Weltraum,laengen_verraeter,correct 2.04x laenger als Distraktor-Schnitt
WSP37,Weltraum,laengen_verraeter,correct 2.3x laenger als Distraktor-Schnitt
WSP38,Weltraum,laengen_verraeter,correct 1.39x laenger als Distraktor-Schnitt
WSP39,Weltraum,laengen_verraeter,correct 2.31x laenger als Distraktor-Schnitt
WSP40,Weltraum,laengen_verraeter,correct 1.96x laenger als Distraktor-Schnitt
WSP41,Weltraum,laengen_verraeter,correct 3.54x laenger als Distraktor-Schnitt
WSP44,Weltraum,laengen_verraeter,correct 2.65x laenger als Distraktor-Schnitt
WSP46,Weltraum,laengen_verraeter,correct 1.79x laenger als Distraktor-Schnitt
WSP47,Weltraum,laengen_verraeter,correct 3.52x laenger als Distraktor-Schnitt
WSP49,Weltraum,laengen_verraeter,correct 1.77x laenger als Distraktor-Schnitt
WSP54,Weltraum,laengen_verraeter,correct 6.03x laenger als Distraktor-Schnitt
GE41,Gesundheit,laengen_verraeter,correct 1.66x laenger als Distraktor-Schnitt
GE42,Gesundheit,laengen_verraeter,correct 1.55x laenger als Distraktor-Schnitt
GE44,Gesundheit,laengen_verraeter,correct 2.9x laenger als Distraktor-Schnitt
GE46,Gesundheit,laengen_verraeter,correct 2.49x laenger als Distraktor-Schnitt
GE48,Gesundheit,laengen_verraeter,correct 1.43x laenger als Distraktor-Schnitt
GE50,Gesundheit,laengen_verraeter,correct 1.36x laenger als Distraktor-Schnitt
GE51,Gesundheit,laengen_verraeter,correct 1.66x laenger als Distraktor-Schnitt
GE52,Gesundheit,laengen_verraeter,correct 1.95x laenger als Distraktor-Schnitt
GE54,Gesundheit,laengen_verraeter,correct 3.57x laenger als Distraktor-Schnitt
GE58,Gesundheit,laengen_verraeter,correct 2.23x laenger als Distraktor-Schnitt
FIN46,Finanzbeitrag,laengen_verraeter,correct 1.9x laenger als Distraktor-Schnitt
FIN47,Finanzbeitrag,laengen_verraeter,correct 1.82x laenger als Distraktor-Schnitt
FIN49,Finanzbeitrag,laengen_verraeter,correct 2.09x laenger als Distraktor-Schnitt
FIN51,Finanzbeitrag,laengen_verraeter,correct 1.34x laenger als Distraktor-Schnitt
FIN52,Finanzbeitrag,laengen_verraeter,correct 1.36x laenger als Distraktor-Schnitt
FIN54,Finanzbeitrag,laengen_verraeter,correct 1.72x laenger als Distraktor-Schnitt
FIN56,Finanzbeitrag,laengen_verraeter,correct 1.79x laenger als Distraktor-Schnitt
FIN57,Finanzbeitrag,laengen_verraeter,correct 1.76x laenger als Distraktor-Schnitt
FIN58,Finanzbeitrag,laengen_verraeter,correct 3.57x laenger als Distraktor-Schnitt
FIN62,Finanzbeitrag,laengen_verraeter,correct 2.5x laenger als Distraktor-Schnitt
FIN63,Finanzbeitrag,laengen_verraeter,correct 1.89x laenger als Distraktor-Schnitt
EUPA41,EU-Programme,laengen_verraeter,correct 2.7x laenger als Distraktor-Schnitt
EUPA42,EU-Programme,laengen_verraeter,correct 3.04x laenger als Distraktor-Schnitt
EUPA43,EU-Programme,laengen_verraeter,correct 1.44x laenger als Distraktor-Schnitt
EUPA46,EU-Programme,laengen_verraeter,correct 2.97x laenger als Distraktor-Schnitt
EUPA50,EU-Programme,laengen_verraeter,correct 1.74x laenger als Distraktor-Schnitt
EUPA52,EU-Programme,laengen_verraeter,correct 2.55x laenger als Distraktor-Schnitt
EUPA56,EU-Programme,laengen_verraeter,correct 2.72x laenger als Distraktor-Schnitt
EUPA58,EU-Programme,laengen_verraeter,correct 1.99x laenger als Distraktor-Schnitt
LWA48,Landwirtschaft,laengen_verraeter,correct 2.51x laenger als Distraktor-Schnitt
LWA50,Landwirtschaft,laengen_verraeter,correct 3.56x laenger als Distraktor-Schnitt
LWA52,Landwirtschaft,laengen_verraeter,correct 3.24x laenger als Distraktor-Schnitt
LWA56,Landwirtschaft,laengen_verraeter,correct 3.85x laenger als Distraktor-Schnitt
LWA58,Landwirtschaft,laengen_verraeter,correct 3.67x laenger als Distraktor-Schnitt
LWA60,Landwirtschaft,laengen_verraeter,correct 2.26x laenger als Distraktor-Schnitt
LWA61,Landwirtschaft,laengen_verraeter,correct 1.72x laenger als Distraktor-Schnitt
LUV49,Luftverkehr,laengen_verraeter,correct 1.58x laenger als Distraktor-Schnitt
LUV50,Luftverkehr,laengen_verraeter,correct 1.94x laenger als Distraktor-Schnitt
LUV51,Luftverkehr,laengen_verraeter,correct 2.9x laenger als Distraktor-Schnitt
LUV56,Luftverkehr,laengen_verraeter,correct 1.84x laenger als Distraktor-Schnitt
LUV59,Luftverkehr,laengen_verraeter,correct 1.68x laenger als Distraktor-Schnitt
LUV60,Luftverkehr,laengen_verraeter,correct 3.39x laenger als Distraktor-Schnitt
INST49,Institutionell,laengen_verraeter,correct 3.4x laenger als Distraktor-Schnitt
INST51,Institutionell,laengen_verraeter,correct 1.41x laenger als Distraktor-Schnitt
INST52,Institutionell,laengen_verraeter,correct 3.04x laenger als Distraktor-Schnitt
INST54,Institutionell,laengen_verraeter,correct 2.01x laenger als Distraktor-Schnitt
INST56,Institutionell,laengen_verraeter,correct 2.49x laenger als Distraktor-Schnitt
INST57,Institutionell,laengen_verraeter,correct 3.51x laenger als Distraktor-Schnitt
INST59,Institutionell,laengen_verraeter,correct 1.68x laenger als Distraktor-Schnitt
INST61,Institutionell,laengen_verraeter,correct 3.06x laenger als Distraktor-Schnitt
INST63,Institutionell,laengen_verraeter,correct 1.8x laenger als Distraktor-Schnitt
INST64,Institutionell,laengen_verraeter,correct 1.75x laenger als Distraktor-Schnitt
INST66,Institutionell,laengen_verraeter,correct 1.72x laenger als Distraktor-Schnitt
INST67,Institutionell,laengen_verraeter,correct 3.07x laenger als Distraktor-Schnitt
LV46,Landverkehr,laengen_verraeter,correct 3.45x laenger als Distraktor-Schnitt
LV48,Landverkehr,laengen_verraeter,correct 2.24x laenger als Distraktor-Schnitt
LV49,Landverkehr,laengen_verraeter,correct 4.86x laenger als Distraktor-Schnitt
LV51,Landverkehr,laengen_verraeter,correct 3.21x laenger als Distraktor-Schnitt
LV53,Landverkehr,laengen_verraeter,correct 4.62x laenger als Distraktor-Schnitt
MRA51,MRA,laengen_verraeter,correct 2.98x laenger als Distraktor-Schnitt
MRA52,MRA,laengen_verraeter,correct 2.44x laenger als Distraktor-Schnitt
MRA54,MRA,laengen_verraeter,correct 2.89x laenger als Distraktor-Schnitt
MRA55,MRA,laengen_verraeter,correct 4.48x laenger als Distraktor-Schnitt
MRA58,MRA,laengen_verraeter,correct 1.51x laenger als Distraktor-Schnitt
LUV01,Luftverkehr,artikelnummer_in_option,
LUV04,Luftverkehr,artikelnummer_in_option,
LUV07,Luftverkehr,artikelnummer_in_option,
MRA05,MRA,artikelnummer_in_option,
ELE04,Strom,artikelnummer_in_option,
ELE22,Strom,artikelnummer_in_option,
ELE23,Strom,artikelnummer_in_option,
FZA60,Personenfreizügigkeit,artikelnummer_in_frage,Was regelt Anhang II des Freizügigkeitsabkommens?
FZA62,Personenfreizügigkeit,artikelnummer_in_frage,Was regelt Anhang III des Freizügigkeitsabkommens?
FZA67,Personenfreizügigkeit,artikelnummer_in_option,
FZA76,Personenfreizügigkeit,artikelnummer_in_frage,Ordne jedem Anhang des Freizügigkeitsabkommens seinen Inhalt zu.
ELE47,Strom,artikelnummer_in_frage,Welche Art von Beihilfe ist ohne Genehmigung mit dem Binnenmarkt vereinbar und v
ELE48,Strom,artikelnummer_in_option,
ELE49,Strom,artikelnummer_in_option,
LMS31,Lebensmittelsicherheit,artikelnummer_in_option,
LMS32,Lebensmittelsicherheit,artikelnummer_in_frage,Nach welchem Artikel der Verordnung 1829/2003 werden die GVO-Futtermittel zugela
LMS37,Lebensmittelsicherheit,artikelnummer_in_frage,"Die Schweiz darf ein Einfuhrverbot für Pelze und Pelzwaren durchsetzen, die auf "
LMS50,Lebensmittelsicherheit,artikelnummer_in_frage,Welche zwei Anhänge-Nummern aus Anhang I Abschnitt C gelten bereits ab Inkrafttr
LMS54,Lebensmittelsicherheit,artikelnummer_in_option,
LMS57,Lebensmittelsicherheit,artikelnummer_in_option,
LMS63,Lebensmittelsicherheit,artikelnummer_in_frage,Ordne jedem Anhang-Abschnitt seinen Regelungsbereich im Lebensmittelsicherheitsp
LMS70,Lebensmittelsicherheit,artikelnummer_in_option,
MRA23,MRA,artikelnummer_in_option,
MRA24,MRA,artikelnummer_in_option,
MRA31,MRA,artikelnummer_in_option,
MRA38,MRA,artikelnummer_in_frage,"Was gilt, wenn ein EU-Rechtsakt im MRA-Anhang von Behörden oder Wirtschaftsakteu"
LV12,Landverkehr,artikelnummer_in_option,
LV13,Landverkehr,artikelnummer_in_option,
LV22,Landverkehr,artikelnummer_in_option,
GE11,Gesundheit,artikelnummer_in_option,
LUV20,Luftverkehr,artikelnummer_in_frage,Worauf beziehen sich die Artikel 8 und 9 des Luftverkehrsabkommens – und was ent
LUV25,Luftverkehr,artikelnummer_in_frage,Was ist mit der Neufassung von Art. 18 Abs. 3 des Luftverkehrsabkommens neu gere
LUV36,Luftverkehr,artikelnummer_in_frage,Welche Anpassung betrifft die Fusionskontrolle im aktualisierten Luftverkehrs-An
FIN44,Finanzbeitrag,artikelnummer_in_frage,Welchen Zweck hat die Übergangsphase (Anhang III) von Ende 2024 bis Ende 2029?
EUPA19,EU-Programme,artikelnummer_in_option,
EUPA37,EU-Programme,artikelnummer_in_frage,Für das Programm Erasmus+ gilt kein Anpassungsmechanismus (Art. 8 EUPA).
LWA19,Landwirtschaft,artikelnummer_in_option,
LWA20,Landwirtschaft,artikelnummer_in_frage,Was regelt Anhang 7 des Landwirtschaftsabkommens nach der Neufassung?
LWA21,Landwirtschaft,artikelnummer_in_frage,Was regelt Anhang 9 des Landwirtschaftsabkommens?
LWA22,Landwirtschaft,artikelnummer_in_frage,Was regelt Anhang 12 des Landwirtschaftsabkommens?
LWA27,Landwirtschaft,artikelnummer_in_option,
LWA34,Landwirtschaft,artikelnummer_in_frage,Was regelt Anhang 8 des Landwirtschaftsabkommens?
LWA37,Landwirtschaft,artikelnummer_in_frage,Ordne jedem Anhang des neuen Landwirtschaftsabkommens seinen Regelungsbereich zu
INST37,Institutionell,artikelnummer_in_frage,Was enthält der Ausnahmebereich gemäss Art. 5 Abs. 7 der institutionellen Protok
LWA41,Landwirtschaft,artikelnummer_in_frage,Was regelt Anhang 10 des Landwirtschaftsabkommens?
LWA42,Landwirtschaft,artikelnummer_in_option,
LWA46,Landwirtschaft,artikelnummer_in_frage,Welche Art von Zollzugeständnissen enthält das Landwirtschaftsabkommen?
QS44,Institutionell,artikelnummer_in_frage,Welche Abkommen haben explizit keinen leeren Finanzbeitrags-Anhang?
RB04,Institutionell,artikelnummer_in_option,
RB06,Institutionell,artikelnummer_in_option,
SZ31,Landwirtschaft,artikelnummer_in_option,
WSE21,Was sagen Experten?,artikelnummer_in_frage,Ordne jeder Aussage zum Konflikt zwischen den Bilateralen III und Art. 121a BV d
WSE22,Was sagen Experten?,artikelnummer_in_frage,Ordne jeder Aussage zu Art. 121a BV und Abstimmungsmodus die richtige Quelle zu.
WSE24,Was sagen Experten?,artikelnummer_in_frage,Ordne jeder Aussage zum Willkürverbot (Art. 9 BV) und Ausgleichsmassnahmen die r
WSE35,Was sagen Experten?,artikelnummer_in_frage,Ordne jeder Aussage zur Frage «Was schützt Art. 34 Abs. 2 BV?» die richtige Quel
WSP36,Weltraum,artikelnummer_in_option,
WSP44,Weltraum,artikelnummer_in_option,
WSP54,Weltraum,artikelnummer_in_option,
GE42,Gesundheit,artikelnummer_in_frage,Was regelt Art. 23 der Verordnung 2022/2371 in Bezug auf die Schweiz?
EUPA44,EU-Programme,artikelnummer_in_frage,Welches EU-Gremium prüft die Rechtmässigkeit von EU-Kommissionsbeschlüssen nach 
LWA48,Landwirtschaft,artikelnummer_in_frage,Was regelt Anhang 10 des Landwirtschaftsabkommens?
LWA55,Landwirtschaft,artikelnummer_in_frage,"Können Anhang-5, 6, 8, 9-Änderungen im Landwirtschaftsabkommen durch Beschluss d"
LWA58,Landwirtschaft,artikelnummer_in_frage,Welche Verordnung bildet die Grundlage für den ökologischen Landbau in Anhang 9 
LWA60,Landwirtschaft,artikelnummer_in_frage,Für welche Art von Produkten sieht das Landwirtschaftsabkommen den Schutz geogra
LUV53,Luftverkehr,artikelnummer_in_frage,Welche Bezugnahme ersetzen Verweise auf Art. 101 und 102 AEUV in EU-Rechtsakten 
LUV58,Luftverkehr,artikelnummer_in_frage,Wie viele thematische Abschnitte hat der Anhang des Luftverkehrsabkommens?
LUV60,Luftverkehr,artikelnummer_in_option,
INST01,Institutionell,referenz_nachschaerfen,IP Luftverkehr Art. 4 · IP MRA Art. 4 · IP FZA Art. 4 · Gesu
INST04,Institutionell,referenz_nachschaerfen,IP Luftverkehr Art. 10 · IP MRA Art. 10 · IP FZA Art. 10 · G
INST05,Institutionell,referenz_nachschaerfen,IP Luftverkehr Art. 10 · IP MRA Art. 10 · IP FZA Art. 10 · G
INST06,Institutionell,referenz_nachschaerfen,IP Luftverkehr Art. 9 · IP MRA Art. 9 · IP FZA Art. 9 · Gesu
INST07,Institutionell,referenz_nachschaerfen,IP Luftverkehr Art. 11 · IP MRA Art. 11 · IP FZA Art. 11 · G
INST12,Institutionell,referenz_nachschaerfen,IP Luftverkehr Art. 10 · IP MRA Art. 10 · IP FZA Art. 10 · G
INST13,Institutionell,referenz_nachschaerfen,IP Luftverkehr Art. 11 · IP MRA Art. 11 · IP FZA Art. 11 · G
INST15,Institutionell,referenz_nachschaerfen,IP Luftverkehr Art. 5 und 6 · IP MRA Art. 5 und 6 · IP FZA A
INST16,Institutionell,referenz_nachschaerfen,IP Luftverkehr Anlage Art. II.1 · IP MRA Anlage Art. II.1 · 
INST23,Institutionell,referenz_nachschaerfen,IP Luftverkehr Art. 9–12 · IP MRA Art. 9–12 · IP FZA Art. 9–
LUV03,Luftverkehr,referenz_nachschaerfen,ÄP Luftverkehr Art. 1; Abschnitt A des Anhangs
LUV04,Luftverkehr,referenz_nachschaerfen,"ÄP Luftverkehr Art. 1; Anhang Abschnitt Flugsicherheit, Vero"
LUV07,Luftverkehr,referenz_nachschaerfen,ÄP Luftverkehr Art. 1; neuer Art. 28A des Abkommens
MRA03,MRA,referenz_nachschaerfen,ÄP MRA Art. 1; neuer Art. 1 des Abkommens
MRA04,MRA,referenz_nachschaerfen,ÄP MRA Art. 1; neuer Art. 1 des Abkommens
MRA05,MRA,referenz_nachschaerfen,ÄP MRA Art. 1; neuer Art. 3 des Abkommens
MRA06,MRA,referenz_nachschaerfen,ÄP MRA Art. 1; neuer Art. 11 des Abkommens
